SerialN,Name,Ratings,Price,OS,Colour,RAM,Product Dimensions,Connectivity technologies,Special features,Date
263,,5 out of 5 stars,2750,Android,Grey,256 MB,12.4 x 1 x 6.5 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi","Video Calls, Dual SIM, Music Player, Video Player, E-mail",2016-04-03
264,,3.2 out of 5 stars,3099,Android,Blue,512 MB,13.4 x 1 x 6.8 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail, Expandable Memory: 32GB",2016-04-03
265,,3.5 out of 5 stars,16500,"Android, Ice Cream Sandwich",Pebble Blue,1024 MB,13.7 x 7.1 x 0.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), GPRS, EDGE, 3G, WiFi","GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 64GB",2016-04-03
266,,4 out of 5 stars,,"Android, Gingerbread, Android^Gingerbread",Black,256 MB,27.9 x 20 x 9.6 cm,HSDPA,"Expandable Memory Upto 32GB, OS : Android OS, v2.3 (Gingerbread), Internal : 256 MB RAM, 512 MB ROM, WLAN : Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, Bluetooth : v3.0, A2DP, EDR",2016-04-03
267,,,2649,Android,Champagne Gold,256 MB,12.5 x 1 x 6.5 cm,"GSM, GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, E-mail",2016-04-03
268,,,,"Android, jellyBean, Android^jellyBean",,256 MB,18 x 9.5 x 6.3 cm,HSDPA,"Expandable Memory Upto 32GB, 2G/3G Support|4″ WVGA Capacitive Touch|1 Ghz Dual Core|Internal Memory 2GB, 256 MB Ram|4.2.2 Jelly Bean|CPU MTK6572M ARM A7|G- Sensor, Proximity Sensor|Li-Ion 1500 mAh battery",2016-04-03
269,,,,"Android, jellyBean, Android^jellyBean",Black,512 MB,15 x 8.6 x 4.8 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-04-03
270,,3.4 out of 5 stars,,Android,Onyx,,14 x 0.7 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, 4G LTE, WiFi 2.4GHz b/g/n","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, Gyroscope, Proximity sensor, Ambient light sensor, Hall sensor, E-mail",2016-04-03
271,,4.2 out of 5 stars,50100,Android,Gold,4 GB,15.3 x 0.8 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, RGB light sensor, Geo magnetic sensor, Gyro sensor, Fingerprint sensor, Barometer, Hall sensor, E-mail",2016-04-03
272,,4.5 out of 5 stars,53900,Android,Gold Platinum,4 GB,15.4 x 0.7 x 7.6 cm,"GSM, 3G, 4G LTE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, E-mail",2016-04-03
273,,3.7 out of 5 stars,2900,Android,White,512 MB,12.7 x 1 x 6.4 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-04-03
274,,3.9 out of 5 stars,,"Android, Kitkat",White,1 GB,16.3 x 0.9 x 8.4 cm,"GSM, WiFi, 3G","Music Player, Video Player, FM Radio, GPS, Proximity sensor, Accelerometer, Ambient light sensor, Dual SIM, Expandable Memory: 32GB",2016-04-03
275,,2 out of 5 stars,5300,"Android, KitKat, Android^KitKat",Black Blue,0.50 GB,18.5 x 15.2 x 5.3 cm,HSDPA,"Expandable Memory Upto 32GB, rear camera with LED flash|1700mAh battery|Android KitKat|4.3-inch display|1.3GHz dual-core processor",2016-04-03
276,,3 out of 5 stars,,Android,Black,,12.6 x 1 x 6.4 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100/900 MHz), GPRS, EDGE, HSPA+, HSPA, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-04-03
277,,,2702,Android,Black,256 MB,15.5 x 9.5 x 5.4 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-04-03
278,,3.9 out of 5 stars,18900,"Android, Jellybean",Purple,1 GB,16.5 x 0.8 x 8.4 cm,"GSM, GPRS, EDGE, (850/900/1800/1900 MHz), WCDMA","Music Player, Video Player, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-03
279,,3.5 out of 5 stars,13499,Android,Milkyway Grey,1 GB,15.8 x 0.8 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-03
280,,3.8 out of 5 stars,,Android,Grey,1 GB,13.3 x 1.1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, (900/1900/2100 MHz)","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, eCompass, Motion sensor, Light sensor, E-mail",2016-04-03
281,,4.5 out of 5 stars,,Android,Black,512 MB,12.3 x 1.1 x 6.3 cm,"GSM, EDGE, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz), WiFi","GPS, Music Player, Video Player, Accelerometer, G sensor, E-mail",2016-04-03
282,,,,"Android, Jellybean",Black,2 GB,15.2 x 0.8 x 7.2 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-03
283,,,8599,"Lollipop, Android",black,,16.8 x 8.7 x 7.8 cm,,"Video Playback, Primary Camera, LED Flash",2016-04-03
284,,4 out of 5 stars,,Android,Champagne,1 GB,15.1 x 0.9 x 7.8 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Light sensor, Proximity sensor, Accelerometer, Gyroscope, eCompass, E-mail, Expandable Memory: 32GB",2016-04-03
285,,2.8 out of 5 stars,6800,"Android, Kitkat",Multi-colored,1 GB,13.3 x 1.1 x 7.1 cm,"GSM, 3G, GPRS, EDGE, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-03
286,,3.8 out of 5 stars,11999,Android,Black,,15.4 x 0.9 x 7.7 cm,"GSM, 3G, 4G LTA, WiFi","Video Calls, Dual SIM-Both SIM Support LTE, GPS, Music Player, Video Player, FM Radio, Accelerometer, Terescope, E-mail",2016-04-03
287,,,,Android,Red,,18 x 8 x 5 cm,"GSM, WiFi","Dual SIM (GSM + WCDMA), Dual Standby, Android 4.4 kitkat, Screen Size 3.5'', RAM 1 GB, E-Mail, Music Player, Video Player",2016-04-03
288,,1 out of 5 stars,20900,Android,White Luxury,2 GB,15.8 x 0.8 x 8 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), LTE, WiFi 802.11 a/b/g/n/ac","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail",2016-04-03
289,,,,Android,White,256 MB,11.9 x 6.2 x 1.1 cm,3G,"Android 4.4.2 KitKat OS, 1.2 GHz Dual Core Processor, 3G With Wifi, 2 MP Primary Camera, 1.3 MP Secondary Camera",2016-04-03
290,,3.4 out of 5 stars,39900,"Android, Kitkat",Charcoal Black,2 GB,13.2 x 0.7 x 6.6 cm,"GSM, (850/900 MHz), DCS, (1800 MHz), PCS, (1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), 4G, FDD 4G LTE, (700/850/900/1800/1900/2100/2600 MHz), TDD 4G LTE, (2300 MHz), WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Geomagnetic sensor, Hall sensor, Light sensor, Proximity sensor, Gesture sensor, Fingerprint sensor, HR sensor, E-mail",2016-04-03
291,,4.2 out of 5 stars,16886,Android,White,1.5 GB,16.4 x 0.9 x 8.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, eCompass, E-mail, Expandable Memory: 64GB",2016-04-03
292,,3.7 out of 5 stars,,"Android, Kitkat",Purple,1 GB,14 x 0.9 x 7.1 cm,"GSM, (850, 900/1800/1900 MHz), UMTS, 3G, (2100 MHZ), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, eCompass, Magnetometer, Accelerometer, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-04-03
293,,4 out of 5 stars,,"Android, Kitkat",Black,2 GB,12.7 x 12.7 x 12.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/1900/2100 MHz), WiFi","Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, Compass, Barometer sensor, Hall sensor, RGB ambient light sensor, Gesture sensor, Fingerprint sensor, Heart rate sensor, E-mail, Expandable Memory: 128GB",2016-04-03
294,,4 out of 5 stars,11499,"Android, Jellybean",Black,2 GB,14 x 0.9 x 6.6 cm,"GSM(850/900/1800/1900 MHz), 3G, HSDPA, WiFi, GPRS, EDGE","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Ambient light sensor, E-mail",2016-04-03
295,,,,android,White,512 MB,6.3 x 1.1 x 11.9 cm,3G,"Dual Sim (Mini Sim), Android,Mp3,3G ,FM,3.2 MP Camera,Bluetooth,GPRS,Games, microSD, up to 32 GB, Android OS,vs 4.4.2 (Kitkat),1.2 GHZ Dual core, 1600 Mah Battery",2016-04-03
296,,,5999,Android,Black,512 MB,13.4 x 1.1 x 6.8 cm,"GSM, GPRS, EDGE, (900/1800 MHz), WCDMA, (2100 MHz), WiFi","Voice Calling, Dual SIM, Music Player, Video Player, FM Radio, G-sensor, Proximity sensor, Ambient light sensor, E-mail",2016-04-03
297,,3.9 out of 5 stars,,,,,13.3 x 0.9 x 6.9 cm,,,2016-04-03
298,,,350,"android, iOS",White,2048 MB,14 x 9 x 2 cm,Bluetooth,"Click Images through bluetooth, Control media through bluetooth, Take selfies more comfortably, Use this as a remote to control your phone for media",2016-04-03
299,,,8499,Android,white,,,GSM,"Dual SIM, (3G CDMA/3G GSM + GSM), 5MP Rear Camera with Flash, Battery 2000mAh, 1 GB RAM, 4 GB ROM, Micro SD card support upto 64GB",2016-04-03
300,,4 out of 5 stars,,"Android, Jellybean",Starry Black,1 GB,12.9 x 1 x 6.5 cm,"GSM, (850/900/1800/1900 MHZ), UMTS, (2100 MHZ), 3G, Wi-Fi, EDGE","Voice Calling, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient Light Sensor, Proximity Sensor, eCompass, Magnetometer, E-mail",2016-04-03
301,,,,,,,18 x 13.8 x 3.4 cm,,,2016-04-03
302,,3.8 out of 5 stars,,"Android, Kitkat",White,1 GB,13.1 x 0.9 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-03
303,,3.4 out of 5 stars,12300,"Android, Kitkat",Platinum,2 GB,14.6 x 0.7 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (900/2100 MHz), 4G LTE, (800/1800/2100/2600 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Dual SIM, GPS, Gravitation sensor, Proximity sensor, Light sensor, Expandable Memory: 32GB",2016-04-03
304,,,3999,Android,Silver-Black,,1 x 6.5 x 12.5 cm,,"Dual SIM, Primary Camera",2016-04-03
305,,,8888,android,White & Red,,7.1 x 0.8 x 14.6 cm,WiFi,"ZOPO color e zp350 4G LTE + Dual SIM 4G LTE + Dual SIM Give you the speed you need Say goodbye to waiting! Say hello to fast 4G LTE! Browsing the news, downloading information and streaming music online is all blazing fast. Plus, you can use two phone numbers in the same phone., ZOPO color e zp350 5.0-inch HD IPS Display 5.0-inch HD IPS Display Enjoy vivid images The 5.0-inch display makes the COLOR E shine brilliantly. You can enjoy the best image quality on the IPS display even under direct sunlight., 64-bit Quad-Core CPU Gaming Power Unleashed A powerful 64-bit Quad-core MT6735 CPU and ARM Mali-T720 graphics processor (GPU) will allow you to play any modern game released! The performance is improved by 50% and the energy efficiency improved by 150%, compared to the old Mali-400 series. It runs the latest Android 5.1 OS which fully exploits the power of a 64-bit processor!, Android 5.1 Lollipop with Z-UI Deliver a brand new upgrade experience Android 5.1 Lollipop OS with Z-UI runs more smoothly with 1GB RAM, which brings a simple user interface experience and strengthens the notification center management. Meanwhile, it has a power-saving mode and face recognition technology (face unlocking technology). It will deliver a brand new upgraded experience to you!, ZOPO color e zp350 Front and rear LED Flash Front and rear LED Flash Professional looking Selfies. Comparable with DSLR Whether you are in a bar, at the club or coffee shop in low light situations, the professional LED flash can help illuminate your face, enabling your selfies to look fabulous!, 8.0MP AF Camera Capture the best moments clearly Open the camera app and gently touch the screen. Press the shutter button, the 8.0MP rear camera easily captures every moment clearly for you. Go on and share these moments with your friends!",2016-04-03
306,,4.5 out of 5 stars,,Android,White,512 MB,12.6 x 1.1 x 6.4 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, GPS, G sensor, E-mail, Dual SIM",2016-04-03
307,,,14999,Android,Red,2 GB,15.7 x 1.1 x 7.7 cm,"GSM, 3G, WCDMA, (850/900/1900/2100 MHz), LTE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerator, G sensor, eCompass, Gyroscope, Proximity sensor, Ambient light sensor, Hall sensor, E-mail",2016-04-03
308,,3.9 out of 5 stars,,"Android, Jellybean",White,1 GB,14.4 x 0.9 x 7.1 cm,"GSM, (900/1800 MHz), HSPA, (900/2100 MHz), WiFi, 3G","Music Player, Video Player, FM Radio, GPS, E-mail, Accelerometer, Proximity sensor, Ambient light sensor, Dual SIM, Expandable Memory: 32GB",2016-04-03
309,,4 out of 5 stars,,"Android, Kitkat",White,1 GB,14.4 x 0.8 x 7.2 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-03
310,,2.7 out of 5 stars,6199,"Android, Kitkat",White-Champagne,2 GB,13.6 x 0.9 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-03
311,,3.4 out of 5 stars,18200,Android,White Birch,2 GB,15.8 x 0.8 x 7.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 128GB",2016-04-03
312,,4 out of 5 stars,,Android,Grey,512 MB,14.6 x 1 x 7.3 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz)","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail",2016-04-03
313,,,,Android,Black,512 MB,11.1 x 6.5 x 1 cm,,"Android 4.2.2 JellyBean OS, 1.0 GHz Core Processor, 2G With Wifi, 2 MP Primary Camera, 1.3 MP Secondary Camera",2016-04-03
314,,,5786,android,White,1 GB,,HSDPA,"5 inch screem with 1280*720P Resolution., Android 5.0 Lollipop, 1750 mAH Li-Polymer battery, Massive 8.0 MP Auto focus rear camera and 2.0 MP front camera for a perfect selfie.",2016-04-03
315,,,,"Android, jellyBean, Android^jellyBean","White, Black",2 GB,,HSDPA,"Oppo Find 7a Smartphone (16GB, Black, Oppo Warranty)",2016-04-03
316,,3.9 out of 5 stars,8500,"Android, Kitkat",White,1 GB,19.1 x 19.1 x 3.7 cm,"GSM, (900/1800/1900 MHz), WCDMA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-04-03
317,,2 out of 5 stars,,Android,Pink,1 GB,13.9 x 0.7 x 6.9 cm,"GSM, (900/1800 MHz), 3G, (2100 MHz), WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-03
318,,,,,,,,,,2016-04-03
319,,3.7 out of 5 stars,7409,"Android, Lollipop",White,1 GB,16.6 x 0.9 x 8.5 cm,"GSM, (900/1800/850/1900 MHz), 3G, WCDMA, (900/2100MHz), GPRS, WiFi","Dual SIM, GPS, Music Player, Video Player, E-mail, G-sensor, Proximity sensor, Light sensor, Expandable Memory: 32GB",2016-04-03
320,,,2799,Android,black,256 MB,15.5 x 9.7 x 6.1 cm,HSDPA,Expandable Memory Upto 32GB,2016-04-03
321,,3.9 out of 5 stars,6399,"Android, Kitkat",Black,1 GB,19.2 x 18.9 x 3.6 cm,"GSM, (900/1800/1900 MHz), WCDMA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-04-03
322,,3.1 out of 5 stars,10980,,,,18.6 x 11.2 x 6 cm,,,2016-04-03
323,,3.1 out of 5 stars,8000,"Android, Lollipop",Black,2 GB,14 x 0.9 x 7.1 cm,"GSM, 3G, HSDPA, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-03
324,,2 out of 5 stars,,"Android, Jellybean",Black,512 MB,16.6 x 10 x 6.4 cm,"GSM, (900/1800 MHz), WiFi, WCDMA, 3G, (2100 MHz)","Music Player, Video Player, Proximity sensor, Accelerometer, Ambient light sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-03
325,,3.1 out of 5 stars,3099,Android,White,,12.6 x 1 x 6.3 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer",2016-04-03
326,,3.8 out of 5 stars,39999,"Android, Kitkat",Black,3 GB,15.1 x 0.8 x 8.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, (850/900/1900/2100 MHz), HSDPA, 4G LTE Cat.6 300/50Mbps, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac (2X2 MIMO)","Video Calls, Single SIM, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Geo-magnetic, Gyroscope, RGB ambient light, Barometer, Hall Sensor, Finger Scanner, UV, HRM, E-mail, Expandable Memory: 64GB",2016-04-03
327,,3 out of 5 stars,4444,Android,Black,,14.3 x 1.1 x 7.3 cm,"GSM, (1800/900 MHz), HSPA+, 3G, (2100 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, E-mail",2016-04-03
328,,5 out of 5 stars,,"Android, jellyBean, Android^jellyBean",Black Gold,2 GB,15.4 x 8.8 x 6.4 cm,HSDPA,"5.2-inch Capacitive Touchscreen, 13 MP Primary Camera, 2.1 MP Secondary Camera, Android v4.2.2 (Jelly Bean), 2.26 GHz Qualcomm Snapdragon 800 Quad Core Processor, 3000 mAh",2016-04-03
329,,2.7 out of 5 stars,11990,Android,Onyx Black,,15.3 x 0.8 x 7.6 cm,"GSM, 3G, 4G LTE, HSPA+, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Game rotation sensor, Orientation sensor, Proximity sensor, Light sensor, eCompass sensor, E-mail",2016-04-03
330,,2.4 out of 5 stars,6199,"Android, Kitkat",White,1 GB,12.4 x 1.1 x 6.5 cm,"GSM, CDMA, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 64GB",2016-04-03
331,,3.5 out of 5 stars,5990,"Android, Jellybean",Black,1 GB,13.5 x 0.8 x 5.9 cm,"GSM, (900/1800 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, E-mail, GPS, Proximity sensor, Accelerometer, Ambient light sensor, Dual SIM",2016-04-03
332,,2.1 out of 5 stars,5990,"Android, Jellybean",White,1 GB,13.2 x 1 x 6.6 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, GPS, Dual SIM, E-mail, Ambient light sensor, Accelerometer, Proximity sensor, Digital compass",2016-04-03
333,,,,Android,Gold,3 GB,14.2 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-04-03
334,,4.1 out of 5 stars,5399,"Android, Kitkat",White,1 GB,12.8 x 0.9 x 6.4 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-04-03
335,,3.9 out of 5 stars,6555,"Android, Kitkat",White-Silver,512 MB,17.6 x 13.6 x 3.6 cm,"GSM, WiFi","Music Player, Video Player, E-mail, GPS, FM Radio, Expandable Memory: 32GB",2016-04-03
336,,3.8 out of 5 stars,4499,Android,Black,,12.9 x 1 x 6.6 cm,"GSM, WiFi 802.11b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail",2016-04-03
337,,3.7 out of 5 stars,2299,android,White,,15.5 x 9.1 x 4.6 cm,,"Dual SIM, Primary Camera, Wifi",2016-04-03
338,,3.4 out of 5 stars,,"Android, Jellybean",Pristine White,2 GB,12.8 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, WiFi","Music Player, Video Player, FM Radio, E-mail, GPS, Light sensor, Motion sensor, Proximity sensor, Magnetic sensor, Gyroscope sensor, Dual SIM",2016-04-03
339,,2.4 out of 5 stars,,Android,White,2 GB,14.2 x 0.8 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Temperature sensor, Humidity sensor, Heart rate sensor, E-mail, Expandable Memory: 128GB",2016-04-03
340,,,,Android,White,,15.1 x 1.1 x 7.2 cm,"GSM, 3G, 4G LTE, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, eCompass, Proximity sensor, Accelerometer, Ambient light sensor, Gyroscope, E-mail",2016-04-03
341,,,,"Android, Jellybean",Black,512 MB,17 x 9.8 x 5.6 cm,WiFi HSDPA,"Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-03
342,,,,"Android, Jellybean",Red,512 MB,,"GSM, (900/1800 MHz), EDGE","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, E-mail",2016-04-03
343,,3 out of 5 stars,,"Android, Jellybean",Black,512 MB,18.5 x 9.8 x 6 cm,"GSM, (900/1800 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, FM Radio, G sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-03
344,,4 out of 5 stars,8290,"Android, Lollipop",Grey,2 GB,13.6 x 0.9 x 6.8 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-04-03
345,,2.3 out of 5 stars,,"Android, jellyBean, Android^jellyBean",white,1 GB,18.4 x 11.8 x 6.4 cm,HSDPA,"5.0 inches Display IPS Screen, 1.2 GHz. Snapdragon Quad Core Processor, 4GB internal memory, 2 mega Pixel Front Camera, 4.3 Android Jelly Bean Operating System",2016-04-03
346,,4.5 out of 5 stars,4599,Android,Black,1 GB,13.5 x 1 x 6.8 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-04-03
347,,1 out of 5 stars,5290,android,red,0.50 MB,17 x 9.7 x 5.1 cm,WCDMA,"Quad Core 1.3 GHz, Android 4.4.2 (Kitkat), IPS FWVGA 480x854 pixels, 5 MP Auto Focus with LED Flash Back Camera, Battery-1650mAh Lithium Polymer",2016-04-03
348,,3.3 out of 5 stars,1999,"Android, Gingerbread",Champange,256 MB,14.4 x 5 x 8.4 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, G sensor, E-mail, Expandable Memory: 16GB",2016-04-03
349,,2.6 out of 5 stars,,"Android, jellyBean, Android^jellyBean",Black,512 MB,17.2 x 10.2 x 5.2 cm,HSDPA,"1 GHz SC7710G Processor, 2 MP Rear Camera With LED Flash, 0.3MP Front Camera, 1500 MAh Battery, 512 MB RAM, 4.5 Inch Touchscreen Display",2016-04-03
350,,,4189,Android,,,,,"RAM 512MB, Internal storage 8GB, Expandable storage Yes, Expandable storage up to (GB) 32, Screen size (inches) 5.00",2016-04-03
351,,,21000,"Android, Jellybean",Pink,2 GB,13.1 x 1.1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), EDGE, 3G, GPRS","Voice Calling, GPS, Music Player, Video Player, FM Radio, Proximity sensor, eCompass, Accelerometer, Gyroscope, Magnetometer, Ambient light sensor, E-mail",2016-04-03
352,,3.6 out of 5 stars,,Android,White,512 MB,12.3 x 0.9 x 6.3 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Light sensor, Proximity sensor, E-mail",2016-04-03
353,,,,Android,White,512 MB,14.5 x 7.5 x 0.8 cm,3G,"Android 4.4.2 KitKat OS, 1.3 GHz Quad Core Processor, 3G With Wifi, 8 MP Primary Camera, 3.2 MP Secondary Camera",2016-04-03
354,,4.1 out of 5 stars,12750,"Lollipop, Android",gold,,16.2 x 8.8 x 5 cm,4G LTE,"Dual SIM, Primary Camera",2016-04-03
