product_id,name,ratings,price,os,colour,ram,product_dimensions,connectivity_technologies,special_features,date_now
1385,HTC Desire 326G (Black Onyx),3 out of 5 stars,8990,"Android, Kitkat",Black Onyx,1 GB,14 x 1 x 7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Ambient light sensor, Proximity sensor, Accelerometer, Expandable Memory: 32GB",2016-03-27
1388,Salora Njoy Slim X E7 (White),3 out of 5 stars,3499,"Android, Kitkat",White,512 MB,16.5 x 5.7 x 9.2 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1390,"LG G3 Stylus (Titan Black, 8GB)",3.7 out of 5 stars,15990,"Android, Kitkat",Titan Black,1 GB,14.9 x 1 x 7.6 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
1393,"Asus Zenfone 2 Laser ZE550KL-1A121IN (Black, 16GB)",4.2 out of 5 stars,13990,Android,Black,2 GB,14.4 x 1.1 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G, LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope, Proximity sensor, Light sensor, Hall sensor, E-mail",2016-03-27
1402,"Asus Zenfone 2 ZE551ML (Silver, 32GB)",2.9 out of 5 stars,19980,Android,Silver,4 GB,15.3 x 1.1 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope sensor, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 128GB",2016-03-27
1412,"Panasonic P55 Novo (Smoke Grey, 1GB)",4.1 out of 5 stars,7130,Android,Smoke Grey,1 GB,14.8 x 0.8 x 7.4 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), WiFi 802.11b/g/n","Dual SIM, GPS, Music Player, Video Player, Light sensor, Proximity sensor, IR Blaster, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
1419,Karbonn Titanium S3 (White),2.8 out of 5 stars,6499,"Android, Kitkat",White,1 GB,17 x 10.4 x 5.6 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (850/900/1900/2100 MHz), GPRS, EDGE, 3G","Voice Calling, Video Calls, Dual SIM, GPS, Music Player, Video Player, G sensor, Proximity sensor, Light sensor, E-mail",2016-03-27
1420,LG G3 Beat - D722k - Black Gold,4.6 out of 5 stars,11900,android,Black Gold,1 GB,14.6 x 9.6 x 5.6 cm,HSDPA,"Chipset: Qualcomm SnapdragonTM 400 processor 1.2 GHz Quad-Core, Display: 5.0-inch HD IPS (1280 x 720, 294ppi), Memory: 8GB / 1GB RAM / MicroSD slot, Camera: Rear 8MP with Laser Auto Focus / Front 1.3MP, Battery: 2,540mAh (removable), Operating System: Android 4.4.2 KitKat, Network: 4G LTE / HSPA+ 21Mbps (3G), Connectivity: Wi-Fi b/g/n, Bluetooth 4.0, A-GPS/Glonass, NFC, USB 2.0",2016-03-27
1427,"Meizu m2 (Dark Grey, 16GB)",3.8 out of 5 stars,6999,Android,Dark Grey,2048 MB,6.9 x 0.9 x 14 cm,"GSM, WCDMA, 3G, 4G LTE, WiFi","Dual SIM, GPS, Music Player, Video Player, Hall effect sensor, Gravity sensor, IR proximity sensor, Ambient light sensor, Touch sensor, Digital compass, E-mail",2016-03-27
1428,Intex Aqua Turbo 4G (White),1 out of 5 stars,5290,Android,White,1 GB,14.5 x 0.9 x 7.3 cm,"GSM, (1900/1800/850/900 MHz), 3G, WCDMA, (2100 MHz), LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-03-27
1429,Sony Xperia T3 (White),3 out of 5 stars,11899,"Android, Kitkat",White,1 GB,15.1 x 7.7 x 0.7 cm,"GSM, (850/900/1800/190o MHz), EDGE, GPRS, 3G, UMTS(900/2100 MHz)","Music Player, Video Player, E-mail, GPS, Accelerometer, Gyrometer, Compass, Proximity, Expandable Memory: 32GB",2016-03-27
1431,"Sony Xperia E4 Dual E2115 Smart Phone, Black",4 out of 5 stars,9999,Android,black,1 GB,19.2 x 11.8 x 6.8 cm,HSDPA,"Expandable Memory Upto 32GB, Camera 5-megapixel camera Front-facing 2 megapixel camera|Display 4.7"" (960x540 pixels)|Battery 2300 mAh Talk time: up to 10 hours 24 min*** Standby time: up to 572 hours*** Music listening time: Up to 48 hours 24 min*** Video playback time: Up to 6 hours 24 min***|Google Android 4.4.4 (KitKat) 1.5 GHz Quad Core|Weight 135 grams",2016-03-27
1434,Intex Aqua 3G Pro (Black),3.1 out of 5 stars,3038,Android,Black,512 MB,12.5 x 1 x 6.3 cm,"GSM, 3G, HSDPA, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1443,Intex Aqua Wave (White),5 out of 5 stars,2490,Android,White,256 MB,12.4 x 1 x 6.5 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi","Video Calls, Dual SIM, Music Player, Video Player, E-mail",2016-03-27
1445,Panasonic P41 (Pearl White),3.8 out of 5 stars,5990,"Android, KitKat, Android^KitKat",pearl white,1 GB,7.2 x 0.8 x 14.2 cm,HSDPA,"Quad core, 1.3 GHz, 1 GB RAM, Inernal memory 8GB, 2,000mAh Li-ion battery, 3G, Wi-Fi, Bluetooth v4.0, USB port and GPS., 5.0 Inch, 540x960 px display, LCD",2016-03-27
1446,Samsung Galaxy J1 Ace SM-J110 (White),3.6 out of 5 stars,6250,Android,White,512 MB,13 x 1 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (2100/900 MHz), WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail",2016-03-27
1447,Sony Xperia C4 Dual E5363 (White),3.7 out of 5 stars,19400,"Android, Lollipop",White,2 GB,15 x 0.8 x 7.7 cm,"GSM, (900/850/1900/2100 MHz), UMTS, HSPA+, 3G, (850/900/1800/1900 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 128GB",2016-03-27
1455,Micromax Bolt Q335 (Grey),2.9 out of 5 stars,4149,Android,Grey,512 MB,14.6 x 5.2 x 8.4 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1456,Intex Aqua Xtreme 2 (Champagne),4.9 out of 5 stars,7400,Android,Champagne,2 GB,14 x 0.8 x 7.2 cm,"GSM, 3G, HSDPA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1476,Celkon Campus Nova A352E (White),1 out of 5 stars,2499,"Android, Jellybean",White,256 MB,11.5 x 1.1 x 6.2 cm,"GSM, (850/900/1800 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, E-mail",2016-03-27
1482,Lenovo A7000 (Pearl White),4 out of 5 stars,8980,Android,Pearl White,2 GB,15.3 x 0.8 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1485,Gionee Ctrl V5 (Black),3.9 out of 5 stars,10640,"Android, Jellybean",Black,1 GB,13.5 x 0.8 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (900/2100 MHz), WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Motion Sensor, G Sensor, Proximity Sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
1489,Gionee Elife S7 (White),3.8 out of 5 stars,16499,"Android, Lollipop",White,2 GB,14 x 0.6 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (900/1900/2100 MHz), 3G, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail",2016-03-27
1494,iBall Andi Uddaan (White),2.7 out of 5 stars,4999,"Android, jellyBean, Android^jellyBean",White,512 MB,15 x 1.1 x 7.5 cm,HSDPA,"8MP enhanced Auto Focus back Camera, Front 5MP Auto Focus Camera with Low Light Enhancement Sensor, Swarovski Zirconia Crystal, SOS Button with Geo - Tracking, ICE app for storing personal details & emergency Numbers for easy retrival",2016-03-27
1496,Sony Xperia C (White),3.9 out of 5 stars,17999,"Android, Jellybean",White,1 GB,7.4 x 0.9 x 14.2 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), GPRS, EDGE, 3G, WiFi","Music Player, Video Player, E-mail, FM Radio, GPS, Dual SIM, Magnetometer sensor, Ambient light sensor, Accelerometer sensor, Proximity sensor",2016-03-27
1503,Xolo One (Black),4.1 out of 5 stars,6999,"Android, Kitkat",Black,1 GB,12.8 x 0.9 x 6.4 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1508,Micromax Sliver 5 Q450 (Black),3.7 out of 5 stars,11330,Android,Black,2 GB,14.2 x 0.5 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), 4G LTE, WiFi","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Light sensor, Gravity sensor, Proximity sensor, E-mail",2016-03-27
1512,Rage Trendy Mobile 4GB Quad core (BLUE),4 out of 5 stars,3399,android,BLUE,0.50 MB,12.5 x 6.5 x 1 cm,WCDMA,"Dual Sim ( Mini + Micro ), 4"" Capacitive touch screen,480*800p, MicroSD,Expandable up to 32 GB, 4GB(1.54GB user available),512 MB RAM, 1600mAh li polymer,Stand-by Upto 150hrs",2016-03-27
1515,"Lenovo K900 (Steel Grey, 16GB)",2.4 out of 5 stars,16990,"Android, Jellybean",Steel Grey,1 GB,15.7 x 0.7 x 7.8 cm,"GSM, (850/900/1800/1900 MHz), GPRS, WiFi, EDGE, 3G","Music Player, Video Player, FM Radio, Accelerometer, Compass, Proximity Sensor, GPS, E-mail",2016-03-27
1522,Samsung Galaxy A8 (Gold),3.5 out of 5 stars,34000,Android,Champagne Gold,2 GB,15.8 x 0.6 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Light sensor, Fingerprint sensor, Geomagnetic sensor, E-mail, Expandable Memory: 128GB",2016-03-27
1525,"Lava Iris Pixel V2 (Blue, 16GB)",3.5 out of 5 stars,8888,Android,Blue,2 GB,14.2 x 0.8 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Ambient light sensor, Proximity sensor, Hall sensor, E-mail",2016-03-27
1527,Micromax Canvas Knight Cameo A290 (White-Gold),3.4 out of 5 stars,6260,"Android, Kitkat",White,1 GB,16 x 8.2 x 5 cm,"GSM, 3G, WiFi","Music Player, Video Player, FM Radio, GPS, Proximity sensor, Accelerometer, Ambient light sensor, Dual SIM, Expandable Memory: 32GB",2016-03-27
1529,"HTC Desire 310 (Dual SIM, 1GB RAM, White)",3.4 out of 5 stars,13990,"Android, Jellybean",White,1 GB,13.1 x 1.1 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
1530,Intex Aqua Sense 5.0 (Silver),1 out of 5 stars,4367,Android,Silver,512 MB,14.6 x 0.9 x 7.3 cm,"GSM, 3G, WCDMA, EDGE, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
1531,Lenovo Vibe X2-AP (Gold),3.5 out of 5 stars,9887,Android,Gold,2 GB,14 x 6.9 x 0.7 cm,"GSM, (850/900/1800/1900 MHz), HSPA+, 3G, (850/900/2100 MHz), 4G LTE, WiFi 802.11 b/g/n/ac","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravitation sensor, Proximity sensor, Light sensor, eCompass, E-mail",2016-03-27
1534,LG G3 Stylus (Black-Gold),3.7 out of 5 stars,15990,"Android, KitKat, Android^KitKat",Black Gold,1 GB,16.2 x 9.8 x 6.6 cm,HSDPA,"5.5-inch display, 1.3 GHz quad-core processor, 1GB RAM, 8GB internal memory, expandable memory with microSD, Android 4.4.2 (KitKat), Dual SIM, 13MP rear camera with LED Flash, 1.3MP front-facing camera",2016-03-27
1535,BQ S40 Black And Grey,3.7 out of 5 stars,3698,Android,Black,1 GB,7.2 x 0.8 x 14.7 cm,HSDPA,"Expandable Memory Upto 32GB, Music Player, Video Player",2016-03-27
1537,Celkon Millennia Q450 (White),4 out of 5 stars,3745,"Android, Kitkat",White,512 MB,13.5 x 1 x 6.7 cm,"GSM, GPRS, EDGE, 3G, WiFi 802.11/b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
1538,"Lenovo S660 (Titanium, 1GB RAM)",3.9 out of 5 stars,8450,"Android, Jellybean",Titanium,1 GB,13.7 x 1 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, Dual SIM, E-mail, Expandable Memory: 32GB",2016-03-27
1540,"Micromax Canvas Nitro A311 (White, 16GB)",3.7 out of 5 stars,7999,"Android, Kitkat",White,2 GB,36 x 18.6 x 18.6 cm,"GSM, 3G, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
1543,Videocon A54 (Grey),2 out of 5 stars,8000,"Android, Jellybean",Grey,1 GB,18.6 x 4.8 x 10.8 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail",2016-03-27
1544,"Asus Zenfone 5 A501CG (White, 16 GB) With Headset",4 out of 5 stars,9649,Android,White,2 GB,7.3 x 1 x 14.8 cm,HSDPA,"Uncompromising Mobile Experience, 2 GB RAM, 16 GB Internal, Grand Display, HD Resolution, Asus TruVivid Technology, 1.6 GHz Intel dual core processor, PowerVR GPU, GPU PowerVR SGX 544 MP2, 5 Inch IPS Display",2016-03-27
1545,"HTC Desire 626G+ (Blue Lagoon, 8GB)",3.5 out of 5 stars,11093,"Android, Kitkat",Blue lagoon,1 GB,7.1 x 0.8 x 14.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Light sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1548,T-Max Android Mobile Phone (Blue),2.7 out of 5 stars,2399,Android,Blue,0.50 GB,0.8 x 6.7 x 13.5 cm,WCDMA,"Expandable Memory Upto 32GB, 2MP primary camera with smile catch, continuous shot, flash and 0.3MP front facing camera|Video Calls|Dual Sim (GSM +WCDMA),3G,Real GPS support|music player,video player|FM radio,email,g sensor",2016-03-27
1552,"Samsung Galaxy J5 SM-J500F (Gold, 8GB)",4 out of 5 stars,11390,Android,Gold,1.5 GB,7.2 x 0.8 x 14.2 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
1554,"Panasonic Eluga I (Black, 8GB)",3.4 out of 5 stars,6990,"Android, Kitkat",Black,1 GB,14.7 x 0.9 x 7.4 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi 802.11b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1560,"Gionee Elife E7 (Black, 32GB)",3.2 out of 5 stars,27440,Android,Black,3 GB,15.1 x 1 x 7.5 cm,"GSM, (900/1800 MHz), UMTS, (2100 MHz), WiFi, 3G","Music Player, Video Player, FM Radio with Recording, Gyro sensor, Light sensor, Compass, Gravity sensor, Proximity sensor, Electronic compass, E-mail",2016-03-27
1563,"Samsung Galaxy A5 (Midnight Black, 16GB)",4 out of 5 stars,17990,"Android, Kitkat",Black,2 GB,13.9 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), HSPA, 4G, WiFi 802.11 a/b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Compass, E-mail, Expandable Memory: 64GB",2016-03-27
1575,Samsung Galaxy Note 4 (White),4 out of 5 stars,36900,"Android, Kitkat",White,3 GB,15.4 x 0.9 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), HSPA+, 3G, (850/900/1900/2100 MHz), 4G LTE, 4G, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Gesture sensor, Accelerometer, Geo Magnetic sensor, Gyroscope, RGB ambient light sensor, Proximity sensor, Barometer, Hall Sensor, Finger Scanner, UV sensor, HRM sensor, E-mail, Expandable Memory: 64GB",2016-03-27
1578,HTC Desire 820G Plus (Santorini White),3.6 out of 5 stars,13499,Android,Santorini White,1 GB,15.8 x 0.8 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
1588,Blackberry Porsche Design P'9982 (Silver),4 out of 5 stars,64999,Android,Silver,2 GB,13.1 x 1 x 6.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/2100 MHz), LTE, GPRS, EDGE, WiFi 802.11a/b/g/n","GPS, Accelerometer, Gyro sensor, Proximity sensor, Compass",2016-03-27
1590,"Xolo Q2000L 13.97 cm, 8 MP Rear Camera, 1 GB RAM, 1.2 GHz Quad Core Smartphone (Black)",3.4 out of 5 stars,14000,"Android, Kitkat",Black,1 GB,15.6 x 0.8 x 7.8 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), WiFi","Music Player, Video Player, FM Radio, GPS, Accelerometer, Proximity sensor, Ambient light sensor, Dual SIM, E-mail, Expandable Memory: 64GB",2016-03-27
1591,Micromax Canvas Play Q355 (Blue),4 out of 5 stars,5465,Android,Blue,1 GB,13.8 x 0.9 x 7.1 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail",2016-03-27
1595,LG G4 (Leather Black),4.7 out of 5 stars,35999,"Android, Lollipop",Leather Black,3 GB,14.9 x 1 x 7.6 cm,"GSM, 3G, 4G LTE, WiFi","Video Calls, Single SIM, GPS, Music Player, Video Player, E-mail, Expandable Memory: 2TB",2016-03-27
1601,"Micromax Canvas Blaze HD EG116 (Black, 4GB)",1.4 out of 5 stars,7499,Android,Black,1 GB,16.9 x 5.5 x 10.3 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1606,"Lenovo S920 (Blue, 8GB)",3.7 out of 5 stars,14999,"Android, Jellybean",Blue,1 GB,7.8 x 0.1 x 15.4 cm,"GSM, (850/900/1800/1900 MHz), GPRS, EDGE, 3G, (2100 MHz), WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Ambient light sensor, Proximity sensor, Gravity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1611,"Asus Zenfone 5 (Red, 8GB)",4.7 out of 5 stars,9990,"Android, Jellybean",Red,2 GB,14.8 x 1 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, G sensor, eCompass, Proximity sensor, Light sensor, Hall sensor, E-mail",2016-03-27
1620,Karbonn S25 Klick Blue,3.5 out of 5 stars,7980,"Android, KitKat, Android^KitKat",blue,1 GB,17.3 x 11.3 x 6.2 cm,HSDPA,"5 HD Display, 1.3 GHz Quad Core Processor, 1 GB RAM, Android 4.4 Kitkat, 5MP front Camera",2016-03-27
1622,"Asus Zenfone 2 Laser ZE500KL (Black, 16GB)",4 out of 5 stars,11217,Android,Black,2 GB,14.4 x 1.1 x 7.2 cm,"GSM, (1900/1800/850/900 MHz), WCDMA, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerator, G sensor, eCompass, Proximity sensor, Ambient light sensor, Hall sensor, E-mail, Expandable Memory: 128GB",2016-03-27
1624,Celkon Campus Whizz Q42 (Black-Yellow),1 out of 5 stars,5099,"Android, Kitkat",Black-Yellow,512 MB,12.2 x 1 x 6.3 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1625,"Micromax Canvas Fire 4 A107 (Cosmic Grey, 8GB)",3.8 out of 5 stars,5496,"Android, Lollipop",Cosmic Grey,1 GB,19.1 x 13.7 x 4.8 cm,"GSM, (850/900/1800/850/1900 MHz), 3G, WCDMA, (900/2100 MHz), WiFi","Dual SIM, Music Player, Video Player, Expandable Memory: 32GB",2016-03-27
1629,"Sony Xperia M2 (Dual SIM, White)",3.7 out of 5 stars,14300,"Android, KitKat, Android^KitKat",White,1 GB,19 x 18.4 x 4.2 cm,HSDPA,"It is a blend of impressive high-tech features and appealing design, Android smartphone",2016-03-27
1631,OnePlus X (Limited Edition Ceramic),4 out of 5 stars,22999,Android,Ceramic,3 GB,14 x 0.7 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, 4G LTE, WiFi 2.4GHz b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyroscope, Proximity sensor, Ambient light sensor, HALL sensor, E-mail",2016-03-27
1632,Micromax Bolt A47 (Black),3.6 out of 5 stars,4299,"Android, Jellybean",Black,256 MB,12.5 x 1.2 x 6.6 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio with Recording, Gravity sensor, E-mail, Dual SIM",2016-03-27
